18,5,1711255361.182,1711255361.374,40,177,9041.69
2,5,1711255367.014,1711255367.210,40,202,9877.58
2,5,1711255370.442,1711255370.526,40,202,23047.72
6,5,1711255378.382,1711255378.550,40,238,13238.15
6,5,1711255381.734,1711255381.814,40,237,27700.11
8,5,1711255389.238,1711255389.438,40,176,8640.02
8,5,1711255389.446,1711255389.586,40,176,12342.89
